user_id,Какие изменения произошли с вами после обучения в Нетологии?
7457735,Изменений не произошло
7458621,Изменений не произошло
7458624,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7458625,Изменений не произошло
7459727,
7459743,
7464473,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7466466,
7466808,
7467627,Изменений не произошло
7473056,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7475184,
7480721,Изменений не произошло
5744845,Нашёл новую работу по новой специальности
5874309,Нашёл новую работу по новой специальности
6150733,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6969708,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6982727,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6983161,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6255907,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6957134,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6049991,
6395140,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6725481,
7361314,
7546713,Другое (что именно)
7110341,Изменений не произошло
7263839,Нашёл новую работу по новой специальности
7345180,
7370598,Изменений не произошло
7370870,Изменений не произошло
7381615,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6654532,Изменений не произошло
6821645,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7394174,Изменений не произошло
7401496,Изменений не произошло
7412673,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7472249,
7480351,
7497813,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6637457,
7428788,
7013938,Стал фрилансером / нашёл новые проекты
7028893,Повысили на прежней работе
7194594,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7194602,Изменений не произошло
7202993,
6930689,Нашёл новую работу по новой специальности
7009662,
7018916,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7241749,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7285931,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7376329,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7410688,Нашёл новую работу по новой специальности
7415833,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7466656,Другое (что именно)
5311892,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6249383,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6490716,Изменений не произошло
6648574,
6687592,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6935688,
6957554,
7059448,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7147842,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7178864,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7208319,
7209248,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7211984,
7219785,
7223626,
7224772,
7230324,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7242615,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6303354,
6376046,
6437149,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6819636,
7168583,Нашёл новую работу по новой специальности
7246102,
7246641,Изменений не произошло
7261365,Стал фрилансером / нашёл новые проекты
7278026,Нашёл новую работу по новой специальности
6744194,Нашёл новую работу по новой специальности
7230146,
7387221,Изменений не произошло
6642962,
6984858,Стал фрилансером / нашёл новые проекты
7278465,
7278568,Изменений не произошло
7297857,
7325017,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6369054,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7149897,
7370859,
7395930,
7396009,
7402653,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7403897,
7420184,
7420372,
5782991,
7261988,
7273368,
7439650,
7452285,
7480507,Изменений не произошло
7483802,
7488326,Нашёл новую работу по новой специальности
7498052,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7507305,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7507640,Изменений не произошло
6684820,Изменений не произошло
6793107,Изменений не произошло
6806922,
7118230,Изменений не произошло
7171504,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7186025,Изменений не произошло
7257736,
7364906,Изменений не произошло
7365794,
7365796,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7374886,Изменений не произошло
7374887,
7384395,Изменений не произошло
7386441,
7391068,
7393281,Изменений не произошло
7393282,Изменений не произошло
7394907,
7396283,
7397648,Другое (что именно)
7401354,Изменений не произошло
7401363,
7408301,Другое (что именно)
7413668,Изменений не произошло
7415355,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7415356,
7418464,
7424140,
7425680,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7425682,
7427145,
7427687,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7430731,Изменений не произошло
7432169,
7441285,Другое (что именно)
6918327,Нашёл новую работу по новой специальности
7539108,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7594024,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6123760,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7538993,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7539681,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6974739,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7563968,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7602807,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7388474,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6742804,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7330369,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7330363,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7330380,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7303217,Повысили на прежней работе
7292904,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6701905,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7296016,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7273840,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7047923,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6576041,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7081082,Нашёл новую работу по новой специальности
7101923,Нашёл новую работу по новой специальности
7233649,Изменений не произошло
7386251,
7628449,Изменений не произошло
7513150,Изменений не произошло
7514229,Стал фрилансером / нашёл новые проекты
7448639,
7466934,Изменений не произошло
7503475,
7525637,
7548297,
6412887,
6701901,Повысили на прежней работе
6716469,
6734561,
6978353,Изменений не произошло
7087517,Изменений не произошло
7181624,
7423862,Изменений не произошло
7426838,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7442391,Изменений не произошло
7447609,Изменений не произошло
7452292,Нашёл новую работу по новой специальности
7456547,Повысили на прежней работе
7456556,
7458565,
7461379,Изменений не произошло
7461967,Нашёл новую работу по новой специальности
7466146,Изменений не произошло
7466489,
7468639,Изменений не произошло
7468681,
7475011,
7475013,Изменений не произошло
7475016,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7475129,
7475139,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7480514,Нашёл новую работу по новой специальности
7480604,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7480681,Изменений не произошло
7480683,Изменений не произошло
7480689,
7480797,Изменений не произошло
7480801,Изменений не произошло
7485701,Другое (что именно)
7486923,Изменений не произошло
7486927,Другое (что именно)
7487137,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7488778,
7489628,Изменений не произошло
7490496,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7491282,
7491910,
7494102,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7494111,
7494272,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7494347,
2362947,
6586226,Изменений не произошло
6641919,Изменений не произошло
6836438,
6980544,
7174324,Нашёл новую работу по новой специальности
7458557,
7458741,
7459692,
7466456,Другое (что именно)
7467600,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7479739,Изменений не произошло
7480606,
7480688,Изменений не произошло
7480796,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7480803,Изменений не произошло
7486925,Изменений не произошло
7488008,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7489623,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7493950,
7494112,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7498527,Изменений не произошло
7499490,Изменений не произошло
7499532,Повысили на прежней работе
7499543,Нашёл новую работу по новой специальности
7499553,Изменений не произошло
7499555,
7499648,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7499658,Изменений не произошло
7499663,
7499852,
7500011,
7501708,Нашёл новую работу по новой специальности
7503030,Изменений не произошло
7504577,Изменений не произошло
7507310,
7507359,Изменений не произошло
7507432,Изменений не произошло
7507551,
7507715,Изменений не произошло
7508106,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7509647,Изменений не произошло
7509653,
7513094,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7513281,
7514149,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7515046,
7515662,
7516023,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7516555,
7519874,Другое (что именно)
7519875,
7519978,Изменений не произошло
7520093,
7529492,Изменений не произошло
7539978,Нашёл новую работу по новой специальности
7557004,
1996854,
6262849,
6445206,
6989462,
7208200,
7297336,
7356720,
7370028,Изменений не произошло
7387321,Изменений не произошло
7412249,Повысили на прежней работе
7427391,Нашёл новую работу по новой специальности
7553208,
7566203,Нашёл новую работу по новой специальности
6408327,Изменений не произошло
7349211,
7355794,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7434502,Изменений не произошло
7436088,
7518608,
7533037,
7534133,
7536194,Стал фрилансером / нашёл новые проекты
7541260,Изменений не произошло
7543364,Изменений не произошло
7545285,
7546591,
7547987,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7559601,Изменений не произошло
7570267,
7573962,
7581548,
6274901,
6326282,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6619638,
6970479,
7514385,Изменений не произошло
7568228,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7609530,
7644836,
7647078,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
5545249,
7560270,Стал фрилансером / нашёл новые проекты
7736833,Изменений не произошло
7809710,
5951109,Нашёл новую работу по новой специальности
7499523,Другое (что именно)
7118424,Другое (что именно)
5259193,Нашёл новую работу по новой специальности
6899394,
7129442,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7230389,
7253901,Другое (что именно)
7298102,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7303473,Изменений не произошло
7336600,
6743587,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7373256,Нашёл новую работу по новой специальности
7421392,Изменений не произошло
7495649,Повысили на прежней работе
6378080,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7478013,
7501072,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7508648,
5952609,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7116495,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7185633,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7274417,Изменений не произошло
7472502,Изменений не произошло
7473182,
7507234,
7600656,
7609469,Нашёл новую работу по новой специальности
7637923,
7646556,Стал фрилансером / нашёл новые проекты
7436032,Изменений не произошло
7134523,
7184831,
7205724,
7393821,Изменений не произошло
7446006,Изменений не произошло
7486385,Повысили на прежней работе
7489089,
7502839,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7507030,Изменений не произошло
7522913,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7250293,
7301770,
6167455,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6336747,
7074165,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7434063,
7525358,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6345294,
6409219,
7335280,
7541853,
7545340,
7565039,Изменений не произошло
7178923,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6399076,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6611258,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6971217,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
5983521,Другое (что именно)
7118356,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7174578,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7225511,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7405531,
7427888,Другое (что именно)
7574431,
6997384,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7510055,
7625104,
7631036,Изменений не произошло
7797071,Другое (что именно)
7800448,Изменений не произошло
7809942,
7812991,
7848629,
6386008,
7363353,
7498116,
7540208,Повысили на прежней работе
7544364,
7556222,
7568354,Изменений не произошло
7588555,
6033770,Изменений не произошло
6627433,
6802129,
7160654,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7294461,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7631426,
7653491,
6442850,
7348850,
7513378,
7532086,Изменений не произошло
7540261,Повысили на прежней работе
7548700,Изменений не произошло
7551504,Изменений не произошло
7551506,
7551511,Изменений не произошло
7553185,
7554813,
7564974,
5768480,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6096402,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6119512,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7606850,
7613118,
7647889,
7652731,Изменений не произошло
7659722,
7725402,
7752991,
7755353,
7788421,
7788835,Изменений не произошло
7792628,
7805915,
7477518,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7312901,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7473242,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6953287,Нашёл новую работу по новой специальности
7523714,Нашёл новую работу по новой специальности
7225791,Нашёл новую работу по новой специальности
7206557,Нашёл новую работу по новой специальности
5969031,Нашёл новую работу по новой специальности
5633028,Стал фрилансером / нашёл новые проекты
5472144,Стал фрилансером / нашёл новые проекты
6309070,Стал фрилансером / нашёл новые проекты
7248263,Стал фрилансером / нашёл новые проекты
110718,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7810075,Нашёл новую работу по новой специальности
7365802,Нашёл новую работу по новой специальности
6453628,Нашёл новую работу по новой специальности
6343926,Нашёл новую работу по новой специальности
7821763,Нашёл новую работу по новой специальности
5942266,Нашёл новую работу по новой специальности
7559017,Нашёл новую работу по новой специальности
6397078,Нашёл новую работу по новой специальности
6389419,Нашёл новую работу по новой специальности
6327460,Нашёл новую работу по новой специальности
6976668,Нашёл новую работу по новой специальности
6670084,Нашёл новую работу по новой специальности
6980648,Нашёл новую работу по новой специальности
6850151,Нашёл новую работу по новой специальности
6888577,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6908359,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6744206,Нашёл новую работу по новой специальности
6956250,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7007546,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6143788,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
5924023,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6593849,Повысили на прежней работе
5903610,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
5775847,Нашёл новую работу по новой специальности
7059349,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7155056,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7076636,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7396515,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7052269,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7152517,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6735976,Стал фрилансером / нашёл новые проекты
7076678,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7181214,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7357634,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7416021,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7294006,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7454694,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7445343,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7173965,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7817015,
7819527,
7824097,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6029529,Нашёл новую работу по новой специальности
6186093,Изменений не произошло
6807713,
7401351,Изменений не произошло
7401352,
7425686,
7439658,Изменений не произошло
7440996,
7442310,Изменений не произошло
7443214,
7452258,
7452263,
7452327,Изменений не произошло
7458681,
7458683,
7458977,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7459608,Изменений не произошло
7459779,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7463010,
7466417,Другое (что именно)
7466472,Другое (что именно)
7472902,Изменений не произошло
7473103,Другое (что именно)
7473104,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7480574,
7452264,
7465374,Изменений не произошло
7469894,
7473110,Нашёл новую работу по новой специальности
7480740,
7481355,
7487068,Другое (что именно)
7487071,
7488429,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7490189,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7496417,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7498548,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7500714,
7501776,
7502069,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7506875,
7507449,Изменений не произошло
7507450,Изменений не произошло
7507580,Изменений не произошло
7507583,Изменений не произошло
7509679,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7512652,
7525216,Изменений не произошло
7525901,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7527985,Другое (что именно)
7533389,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6742297,
7663859,
6859729,Изменений не произошло
7185288,
7359397,Нашёл новую работу по новой специальности
7404464,Нашёл новую работу по новой специальности
7418135,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7428524,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7474753,
6645477,Изменений не произошло
5774500,Нашёл новую работу по новой специальности
6372976,
7541861,
7546486,
7552008,
7594322,Изменений не произошло
7595149,
7626137,Другое (что именно)
7628302,
7645127,Изменений не произошло
7645139,Изменений не произошло
7647436,Другое (что именно)
7663118,
7664684,Стал фрилансером / нашёл новые проекты
7732836,
7783740,
7784339,Нашёл новую работу по новой специальности
7798747,Изменений не произошло
7800301,Другое (что именно)
7804457,
7146769,Нашёл новую работу по новой специальности
6537221,
7296549,Нашёл новую работу по новой специальности
7408756,Изменений не произошло
7420821,
7439661,Изменений не произошло
5509162,
5761965,
6065211,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6401666,
6733808,
6894594,
7215219,Изменений не произошло
7246082,
7264899,Изменений не произошло
7446179,Изменений не произошло
7453438,Изменений не произошло
7456630,Изменений не произошло
7456639,Изменений не произошло
7456899,
7458559,
7458560,
7458733,Изменений не произошло
7458765,
7459807,
7461117,
7466445,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7466446,Изменений не произошло
7466448,Изменений не произошло
7466450,Изменений не произошло
7468322,
7470343,Изменений не произошло
7470811,Изменений не произошло
7472426,Изменений не произошло
7472752,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7472975,Повысили на прежней работе
7473148,Изменений не произошло
7473153,Изменений не произошло
7475121,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7475123,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7475272,Повысили на прежней работе
7480599,
7480786,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7486412,
7487111,
374463,Изменений не произошло
7008261,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7473155,Изменений не произошло
7480600,
7487256,Изменений не произошло
7488821,
7494255,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7494379,
7495296,
7495409,Изменений не произошло
7499710,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7506673,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7507468,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7507786,Изменений не произошло
7042513,Изменений не произошло
7321531,Изменений не произошло
6370829,
6422162,
6834422,
7415721,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7417899,Изменений не произошло
6330687,
6472831,Повысили на прежней работе
7502029,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7502036,
7511871,
6686524,
7187170,
7200594,
6806373,
7448378,Нашёл новую работу по новой специальности
7459738,
7472844,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7475043,Изменений не произошло
7479326,Изменений не произошло
7480550,
7480717,Повысили на прежней работе
7480722,
7486629,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7487009,Другое (что именно)
7042849,
7255871,
7279860,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7287377,
7415306,Нашёл новую работу по новой специальности
7446136,
7446896,
7452208,
7458636,Изменений не произошло
7459961,Изменений не произошло
7461562,
7461653,
7464130,Нашёл новую работу по новой специальности
7466395,
7467242,Повысили на прежней работе
7467619,
7473020,Изменений не произошло
7473060,Изменений не произошло
7475186,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7479245,Другое (что именно)
7480549,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7485626,
7485925,
7486613,
7488885,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7489433,Изменений не произошло
7489645,
7489655,
7490108,Изменений не произошло
7490909,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7494136,Изменений не произошло
7494137,Другое (что именно)
7494150,Изменений не произошло
7494293,
7494295,Другое (что именно)
7494296,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7495337,
7497904,Изменений не произошло
7499592,
7499779,Изменений не произошло
7500117,Изменений не произошло
7502979,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7506740,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7507328,
7507381,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7507382,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7507645,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7507647,Изменений не произошло
7509103,Изменений не произошло
7509128,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7509667,
7512289,Другое (что именно)
7513306,
7516109,
7516884,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7520062,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7520067,
7520151,Изменений не произошло
7213602,
7288353,
7310813,
7378507,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7387201,
7387212,Изменений не произошло
7406511,
7408231,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7408233,
7408235,
18637,
7417552,
7480422,
7495060,Изменений не произошло
7524515,
7536484,Изменений не произошло
7547025,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6817239,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6943541,
7017156,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7059191,
7086571,Повысили на прежней работе
6873367,
7301839,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6891490,Нашёл новую работу по новой специальности
7286177,
7298806,Другое (что именно)
5568639,
6957272,
7479188,
7218560,Изменений не произошло
7533986,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7624725,Другое (что именно)
6249340,
7315843,
7558965,
5868156,Другое (что именно)
7191617,Изменений не произошло
7228002,
7231791,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
