user_id,Какие изменения произошли с вами после обучения в Нетологии?
6805285,
6788777,Изменений не произошло
6739145,
6798256,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6914106,
6983521,
6799717,Изменений не произошло
6801654,Нашёл новую работу по новой специальности
7032416,
6870840,
6806534,Изменений не произошло
6897901,
6917338,
6633459,
6658741,
6773792,
6822703,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6910991,
6824573,Изменений не произошло
6934277,
6830204,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
5963202,
6498189,
6833767,Повысили на прежней работе
6576199,
6844152,
6840824,Нашёл новую работу по новой специальности
6364961,
6422302,
6843493,Изменений не произошло
6846912,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6849020,Изменений не произошло
6850754,Изменений не произошло
6631061,
6660651,
6668467,
6892691,
6900157,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6856608,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7006974,
7015862,
6858147,Изменений не произошло
6858641,Изменений не произошло
6860373,Изменений не произошло
7026361,
16386,
6869519,Стал фрилансером / нашёл новые проекты
6636315,
6872252,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6872990,Повысили на прежней работе
6873624,Изменений не произошло
6873691,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7019886,
7041901,
7054062,
7073308,
7086627,
883,
18285,
6231545,
6342137,
6673220,
6889988,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6859393,
6889997,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6866833,
6892760,Нашёл новую работу по новой специальности
6898492,Нашёл новую работу по новой специальности
6878482,
6898038,
6903371,Изменений не произошло
6903409,Изменений не произошло
6904607,Изменений не произошло
5843868,
6379553,
6573659,
6910717,Изменений не произошло
6750684,
6913900,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6794549,
6914836,Нашёл новую работу по новой специальности
6809186,
6842581,
6852253,
7021843,
5982295,
6370523,
6921171,Нашёл новую работу по новой специальности
6923776,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6868337,
6903502,
6469370,
6930797,Изменений не произошло
6811165,
6938583,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
5991622,
6943977,Изменений не произошло
6575534,
6698325,
6953707,Нашёл новую работу по новой специальности
6701529,
6873564,
6958088,Стал фрилансером / нашёл новые проекты
6873990,
7009555,
7013721,
6964170,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6965084,Изменений не произошло
6950967,
6739335,
6982690,
6967947,Изменений не произошло
6998524,
6976702,Нашёл новую работу по новой специальности
6977566,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6979019,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6980539,Нашёл новую работу по новой специальности
7007183,
6984602,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7023330,
5874733,
6993522,Изменений не произошло
6994933,Повысили на прежней работе
6242548,
7000448,Повысили на прежней работе
6627892,
6753973,
7006263,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6971874,
6986885,
6992211,
6997112,
7011647,
6433781,
7029799,Нашёл новую работу по новой специальности
6878851,
7035122,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6884503,
6898673,
7039222,Другое (что именно)
7044833,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
5608923,
6735310,
7051449,Другое (что именно)
7059535,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7061001,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6785423,
6797659,
6863371,
6867141,
7069025,Другое (что именно)
7069191,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7072112,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7072185,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6873111,
6875705,
7073532,Повысили на прежней работе
6893230,
7076481,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7078311,Нашёл новую работу по новой специальности
7079041,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7081807,Другое (что именно)
6900638,
6902529,
7083234,Другое (что именно)
7084509,Изменений не произошло
7084857,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7085678,Изменений не произошло
7085827,Нашёл новую работу по новой специальности
7087600,Изменений не произошло
6909549,
6135938,
7090329,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7090372,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7090445,Изменений не произошло
7090737,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6546636,
7091622,Изменений не произошло
6729084,
7092263,Изменений не произошло
6819993,
7100048,Нашёл новую работу по новой специальности
7009349,
7103068,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7024847,
2888883,
7104442,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7106752,Изменений не произошло
3597000,
7107996,Изменений не произошло
5466280,
7111074,Повысили на прежней работе
5785684,
5850413,
5945487,
7118085,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7118302,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7118557,Изменений не произошло
6027684,
7119872,Повысили на прежней работе
7141745,Повысили на прежней работе
6242469,
6332155,
6546774,
6982138,
7151505,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7009659,
7020125,
7156150,Повысили на прежней работе
6585075,
7161029,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6804056,
6859374,Нашёл новую работу по новой специальности
6880200,Нашёл новую работу по новой специальности
7043037,Нашёл новую работу по новой специальности
6666609,Нашёл новую работу по новой специальности
6998188,Нашёл новую работу по новой специальности
7274287,Нашёл новую работу по новой специальности
5945700,Нашёл новую работу по новой специальности
6966430,Нашёл новую работу по новой специальности
7360115,Нашёл новую работу по новой специальности
6866857,Нашёл новую работу по новой специальности
7216551,Нашёл новую работу по новой специальности
6803454,Нашёл новую работу по новой специальности
7401319,Нашёл новую работу по новой специальности
7004364,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6812459,Нашёл новую работу по новой специальности
6814279,
1044602,
6532812,
6861476,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6887815,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6398335,Изменений не произошло
6806685,
6958937,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6971027,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6980275,Изменений не произошло
7021973,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7015216,Изменений не произошло
7041962,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6067434,
6550789,Нашёл новую работу по новой специальности
6696868,Повысили на прежней работе
7031011,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6764147,
7038615,Нашёл новую работу по новой специальности
6919469,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6703093,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7021645,
4945729,Нашёл новую работу по новой специальности
7034049,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6102307,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7042951,
7049543,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7065686,
7069740,
6736248,Изменений не произошло
6934313,Изменений не произошло
7071370,
6952233,Изменений не произошло
6955239,Изменений не произошло
6958252,Повысили на прежней работе
6959519,Изменений не произошло
6962751,Повысили на прежней работе
6962785,Повысили на прежней работе
7075213,
7085757,
7090505,
7090753,Изменений не произошло
7090971,
7093919,
6124914,
6589627,
6991519,Другое (что именно)
7009397,Изменений не произошло
7010628,Изменений не произошло
6367211,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6597927,
6918953,Изменений не произошло
6997354,Изменений не произошло
7033289,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6964233,Изменений не произошло
6964255,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7050227,
6964309,Изменений не произошло
6964310,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7058925,Изменений не произошло
6964312,Изменений не произошло
6964316,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7066475,
6964320,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6964322,Нашёл новую работу по новой специальности
7066703,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6964327,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6964331,Изменений не произошло
7071618,
6964343,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7073578,
5128754,
6964361,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6964364,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6964366,Нашёл новую работу по новой специальности
6146670,
6354246,
6408747,Нашёл новую работу по новой специальности
6774756,Изменений не произошло
6531447,
6621886,Изменений не произошло
6741486,
6746833,Другое (что именно)
6636710,Стал фрилансером / нашёл новые проекты
6754625,
6756352,
6427629,
6428161,Изменений не произошло
6593622,Изменений не произошло
6383748,Изменений не произошло
6479467,Нашёл новую работу по новой специальности
6629101,
6635433,
6654191,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
5624504,
5709892,
6204686,
6282919,
6789370,Изменений не произошло
6802034,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6477147,
6494967,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6650325,
6835561,Изменений не произошло
6785826,
6960956,Другое (что именно)
6798837,
7025076,Нашёл новую работу по новой специальности
6806558,
6683538,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6807168,
6887237,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6891601,Изменений не произошло
6843976,
6850272,
6931646,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6355764,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6284593,Изменений не произошло
6864247,
6636423,Изменений не произошло
6641725,Нашёл новую работу по новой специальности
6867475,
6740060,Нашёл новую работу по новой специальности
6867972,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6803424,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6876975,
6932374,Нашёл новую работу по новой специальности
6877810,Нашёл новую работу по новой специальности
6934294,Изменений не произошло
6943013,Изменений не произошло
5328059,Изменений не произошло
6301960,Изменений не произошло
6377207,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6426345,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
5620611,
6482797,Изменений не произошло
6914086,
6898086,Нашёл новую работу по новой специальности
6940972,
6966986,
6969508,
6658072,Изменений не произошло
7004645,Нашёл новую работу по новой специальности
6310051,Другое (что именно)
6236455,Нашёл новую работу по новой специальности
6696250,Изменений не произошло
6749542,Нашёл новую работу по новой специальности
7007039,Нашёл новую работу по новой специальности
7008548,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7012072,Нашёл новую работу по новой специальности
7013705,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6750369,Изменений не произошло
6185171,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6244110,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7016905,Изменений не произошло
6389935,Нашёл новую работу по новой специальности
6790384,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7013872,Изменений не произошло
6103377,
4610291,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
5859971,Изменений не произошло
6093001,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6947458,
6584340,Стал фрилансером / нашёл новые проекты
7025717,
6661548,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7030073,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6783357,Изменений не произошло
6855219,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7031327,
7036741,Изменений не произошло
6870100,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7043394,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6657707,Изменений не произошло
6683792,
5259436,Изменений не произошло
5936263,Изменений не произошло
6879733,
6906135,
6918115,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
376978,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6122171,
6363089,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6451955,Нашёл новую работу по новой специальности
6431383,
7027672,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
5392136,Изменений не произошло
5518379,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6889570,
6906823,Повысили на прежней работе
6407326,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6858085,Изменений не произошло
6694951,
6890823,Нашёл новую работу по новой специальности
6982407,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6386608,Другое (что именно)
6903053,Повысили на прежней работе
6903149,Повысили на прежней работе
6787690,Изменений не произошло
6945452,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6906864,
6916250,Стал фрилансером / нашёл новые проекты
6916341,Нашёл новую работу по новой специальности
6649800,Нашёл новую работу по новой специальности
6294816,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7050435,
6847609,Повысили на прежней работе
6858984,Другое (что именно)
6870004,Изменений не произошло
7050895,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6873842,Нашёл новую работу по новой специальности
7053705,Изменений не произошло
6876156,Другое (что именно)
6884622,Нашёл новую работу по новой специальности
5255473,
6945085,
7034259,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7035147,Повысили на прежней работе
7038130,Другое (что именно)
7042310,Нашёл новую работу по новой специальности
6968398,
6997790,
6963111,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6998014,
6985799,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7023496,
7078938,Изменений не произошло
4628692,Изменений не произошло
6835543,Нашёл новую работу по новой специальности
764163,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
5465190,
6222029,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6653210,Нашёл новую работу по новой специальности
6680794,Другое (что именно)
6690421,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6852433,Изменений не произошло
6901917,
6975462,
6978998,Изменений не произошло
7001040,Изменений не произошло
6997873,
7015712,
6717579,Изменений не произошло
6865677,Изменений не произошло
6874831,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7020980,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6883504,Стал фрилансером / нашёл новые проекты
7026937,
6909421,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6905416,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6909229,Нашёл новую работу по новой специальности
3042752,Нашёл новую работу по новой специальности
6052785,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6074758,Нашёл новую работу по новой специальности
6367363,Изменений не произошло
6669736,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6285554,
6294853,
6296983,Повысили на прежней работе
6858790,
6893755,
6930803,Изменений не произошло
6978668,
6736796,
6316068,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6875366,
6900797,Изменений не произошло
6929976,Другое (что именно)
6387181,Изменений не произошло
6706212,
6810769,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6899174,
6813140,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6853276,Стал фрилансером / нашёл новые проекты
6884686,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6903086,
6957861,
7013072,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6975388,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7037635,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6654476,Нашёл новую работу по новой специальности
6982011,
6704068,Изменений не произошло
6742421,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6983199,
6843031,Изменений не произошло
6914384,Изменений не произошло
7066599,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6946595,
7044961,
7140725,Изменений не произошло
7206668,Изменений не произошло
6151846,Нашёл новую работу по новой специальности
6697359,Изменений не произошло
6698202,
6610081,Изменений не произошло
6743694,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6926097,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6941469,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6942760,Изменений не произошло
6970488,Изменений не произошло
6988321,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6992928,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
5561346,
6899359,Стал фрилансером / нашёл новые проекты
5986777,
6653942,
6658265,Изменений не произошло
6772428,Изменений не произошло
6853616,Нашёл новую работу по новой специальности
6654233,Изменений не произошло
6890897,Нашёл новую работу по новой специальности
6928440,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6928441,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6342887,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6313472,Изменений не произошло
6765932,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7078567,Повысили на прежней работе
6815778,Другое (что именно)
5077428,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7048924,
7145703,
7147935,
6337528,Изменений не произошло
6346616,Нашёл новую работу по новой специальности
6577962,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6847319,Повысили на прежней работе
7154004,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7155937,
7156508,
6996026,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7165399,
7068962,Нашёл новую работу по новой специальности
6709452,
7088432,
7091271,
7091956,
7195193,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7108256,
5855059,
6953305,
7118968,
7029792,Нашёл новую работу по новой специальности
6080421,Нашёл новую работу по новой специальности
6723687,
7169017,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6880294,
6424697,
6776793,
6798712,
5816732,
6579168,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6899691,Изменений не произошло
6957086,Стал фрилансером / нашёл новые проекты
6346342,
6371807,
4841121,Нашёл новую работу по новой специальности
7008855,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7028770,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
5983325,
5994719,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7090435,Нашёл новую работу по новой специальности
6555691,
6591073,
6697730,Изменений не произошло
6954861,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6984607,Нашёл новую работу по новой специальности
6919650,
6965156,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6982710,Изменений не произошло
7114027,Изменений не произошло
7114424,Другое (что именно)
6992184,
7146900,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
5260047,Изменений не произошло
6997674,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6875523,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6885216,Изменений не произошло
6873701,
7028683,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7103961,Нашёл новую работу по новой специальности
7116962,
6691687,
6752304,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7111604,
5397985,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7143121,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
5472389,
6927367,Изменений не произошло
6936661,
7034681,
6433252,Нашёл новую работу по новой специальности
6551937,Другое (что именно)
6976435,
7101827,
6730424,Другое (что именно)
6735156,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7107441,
7142754,
6925401,
7148084,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6695537,
6706443,
6837582,Нашёл новую работу по новой специальности
6745646,Нашёл новую работу по новой специальности
6838099,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
4780379,
6852935,Изменений не произошло
6716260,Нашёл новую работу по новой специальности
6859348,Стал фрилансером / нашёл новые проекты
7111075,
6905574,
6912112,
6857542,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6928307,
6861388,Стал фрилансером / нашёл новые проекты
6947757,
6862597,Изменений не произошло
6913955,
6865137,Нашёл новую работу по новой специальности
7073208,
7103795,
7012652,
7015901,
7049035,
7174582,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7191155,Изменений не произошло
7089973,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6765692,
6873734,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7025200,Изменений не произошло
7036948,Изменений не произошло
7038927,Изменений не произошло
7067104,
6992180,
7073874,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6642251,
5938080,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6654044,
6816667,
6820981,
7025096,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7026792,
7028835,
6731570,
6981243,
7066562,
6399281,
6762050,
6789598,Изменений не произошло
6965095,Изменений не произошло
7008693,Нашёл новую работу по новой специальности
7065089,
7067575,
7073458,
7082394,
7082900,
7096441,Нашёл новую работу по новой специальности
1414,
13506,
24452,
894428,
1677989,Изменений не произошло
1840941,Нашёл новую работу по новой специальности
3094507,
3618735,
3723687,
4845333,Нашёл новую работу по новой специальности
5260386,Изменений не произошло
5440112,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
5628634,
5704985,Нашёл новую работу по новой специальности
5718629,
5723692,
5742546,
5746465,
5747467,Стал фрилансером / нашёл новые проекты
5759642,
5765355,Другое (что именно)
5802724,
5804064,
5807986,
5809933,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
5822538,
5832368,Повысили на прежней работе
5885678,
5896129,
5929707,Нашёл новую работу по новой специальности
5949311,
5979007,
6001015,
6005723,
6028078,
6035021,Изменений не произошло
6061183,Изменений не произошло
6104114,Изменений не произошло
6117006,
6139347,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6185748,
6217719,
6240396,Нашёл новую работу по новой специальности
6241541,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6242775,
6264207,
6279707,Стал фрилансером / нашёл новые проекты
6301288,
6302799,
6308145,
6311601,
6312363,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6347809,
6354777,Изменений не произошло
6355893,
6362917,
6379429,Изменений не произошло
6384322,
6388042,
6395605,
6395909,
6399282,
6407952,
6408012,
6408723,
6415327,
6429213,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6431278,
6449991,
6458306,
6480033,Повысили на прежней работе
6497073,Изменений не произошло
6506490,
6528899,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6548268,
6551783,
6570231,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6578779,
6582952,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6583361,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6941077,Нашёл новую работу по новой специальности
6945443,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6946472,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6908809,
7143421,Изменений не произошло
5361533,
7183673,Изменений не произошло
6866015,Нашёл новую работу по новой специальности
6868032,
6869212,
7210995,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7213964,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6906098,Изменений не произошло
7151334,Повысили на прежней работе
7222952,Нашёл новую работу по новой специальности
7168968,
7180190,
7211136,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
5400625,
6762399,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6769287,
6404002,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6782346,
7252383,Изменений не произошло
6837966,
6525494,Нашёл новую работу по новой специальности
6597811,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6843336,
7188185,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
5768812,
6991898,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6525901,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7003124,
7055618,
7031653,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
